DraftYear,Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Cmp,PasAtt,PasYds,PasTD,Int,RusAtt,RusYds,RusTD,Rec,RecYds,RecTD,Solo,DefInt,Sk,College/Univ
2015,6,198,CLE,Randall Telfer,TE,23,2017,0,0,2,0,0,30,0,0,0,0,0,0,0,0,5,40,0,,,,USC
2016,6,189,DAL,Anthony Brown,CB,22,2023,0,0,4,23,23,96,0,0,0,0,0,0,0,0,0,0,0,260,9,4,Purdue
2016,6,190,LAR,Josh Forrest,ILB,24,2017,0,0,0,2,2,12,0,0,0,0,0,0,0,0,0,0,0,6,,,Kentucky
2016,5,172,CLE,Rashard Higgins,WR,21,2022,0,0,0,13,13,85,0,0,0,0,0,1,4,0,137,1890,12,,,,Colorado St.
2016,6,193,TEN,Sebastian Tretola,G,24,2016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Arkansas
2016,6,194,OAK,Cory James,OLB,23,2017,0,0,1,7,7,26,0,0,0,0,0,0,0,0,0,0,0,78,,,Colorado St.
2016,6,195,ATL,Wes Schweitzer,G,22,2023,0,0,3,27,19,86,0,0,0,0,0,0,0,0,0,0,0,,,,San Jose St.
2016,6,196,PHI,Blake Countess,CB,23,2021,0,0,0,3,0,45,0,0,0,0,0,0,0,0,0,0,0,41,2,1,Auburn
2016,6,197,TAM,Danny Vitale,FB,22,2019,0,0,1,1,,44,0,0,0,0,0,1,3,0,15,145,0,16,,,Northwestern
2016,6,198,SDG,Derek Watt,FB,23,2022,0,0,0,1,1,110,0,0,0,0,0,29,71,2,18,178,1,44,,,Wisconsin
2023,2,55,KAN,Rashee Rice,WR,23,2023,0,0,0,8,8,16,0,0,0,0,0,1,-3,0,79,938,7,,,,SMU
2016,6,200,GNB,Kyle Murphy,T,22,2021,0,0,0,2,2,7,0,0,0,0,0,0,0,0,0,0,0,,,,Stanford
2016,6,202,DET,Anthony Zettel,DT,24,2020,0,0,1,9,8,50,0,0,0,0,0,0,0,0,0,0,0,51,,7.5,Penn St.
2016,6,203,KAN,Dadi Nicolas,DE,23,2016,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,,,,Virginia Tech
2016,6,204,MIA,Jordan Lucas,S,23,2021,0,0,0,4,1,50,0,0,0,0,0,0,0,0,0,0,0,29,1,1,Penn St.
2016,6,205,ARI,Harlan Miller,CB,22,2018,0,0,0,2,2,9,0,0,0,0,0,0,0,0,0,0,0,9,1,,Southeastern Louisiana
2021,1,27,BAL,Rashod Bateman,WR,21,2023,0,0,0,11,11,34,0,0,0,0,0,1,18,0,93,1167,4,,,,Minnesota
2016,6,208,NWE,Kamu Grugier-Hill,OLB,22,2023,0,0,3,23,,115,0,0,0,0,0,0,0,0,1,4,0,237,3,6,Eastern Illinois
2016,6,209,BAL,Maurice Canady,CB,22,2021,0,0,0,3,2,40,0,0,0,0,0,0,0,0,0,0,0,70,1,,Virginia
2016,6,210,DET,Jimmy Landes,LS,24,,0,0,0,,,,,,,,,,,,,,,,,,Baylor
2018,2,38,TAM,Ronald Jones II,RB,21,2022,0,0,2,18,17,61,0,0,0,0,0,505,2244,19,77,593,1,1,,,USC
2016,6,212,DAL,Kavon Frazier,S,22,2021,0,0,0,4,3,60,0,0,0,0,0,0,0,0,0,0,0,50,,1,Central Michigan
2016,6,214,NWE,Elandon Roberts,ILB,22,2023,0,0,5,44,18,123,0,0,0,0,0,0,0,0,1,38,1,330,1,13.5,Houston
2016,6,215,SEA,Joey Hunt,C,22,2020,0,0,0,7,7,35,0,0,0,0,0,0,0,0,0,0,0,,,,TCU
2023,4,115,CHI,Roschon Johnson,RB,22,2023,0,0,0,4,4,15,0,0,0,0,0,81,352,2,34,209,0,,,,Texas
2014,3,98,GNB,Richard Rodgers,TE,22,2022,0,0,2,14,11,98,0,0,0,0,0,1,11,0,148,1533,15,2,,,California
2016,6,218,BUF,Kevon Seymour,CB,22,2023,0,0,0,6,1,64,0,0,0,0,0,0,0,0,0,0,0,67,,1,USC
2016,6,219,DEN,Will Parks,S,22,2022,0,0,0,11,8,90,0,0,0,0,0,0,0,0,0,0,0,148,4,2,Arizona
2016,6,220,PIT,Travis Feeney,OLB,23,,0,0,0,,,,,,,,,,,,,,,,,,Washington
2016,6,221,NWE,Ted Karras,G,23,2023,0,0,4,38,18,126,0,0,0,0,0,0,0,0,0,0,0,1,,,Illinois
2016,7,222,TEN,Aaron Wallace,OLB,23,2018,0,0,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,12,,1,UCLA
2016,7,224,SDG,Donavon Clark,G,23,,0,0,0,,,,,,,,,,,,,,,,,,Michigan St.
2016,4,114,CLE,Ricardo Louis,WR,22,2017,0,0,1,3,3,32,0,0,0,0,0,0,0,0,45,562,0,11,,,Auburn
2016,7,226,JAX,Jonathan Woodard,DE,22,2018,0,0,0,1,,6,0,0,0,0,0,0,0,0,0,0,0,8,,1,Central Arkansas
2016,7,227,MIN,Stephen Weatherly,OLB,22,2021,0,0,1,12,8,73,0,0,0,0,0,0,0,0,0,0,0,66,,8.5,Vanderbilt
2016,7,228,DEN,Riley Dixon,P,23,2023,0,0,1,14,5,131,3,5,34,0,0,1,14,0,0,0,0,14,,,Syracuse
2018,7,240,SFO,Richie James,WR,23,2023,0,0,1,13,6,66,0,0,0,0,0,4,5,0,105,1372,7,2,,,Middle Tenn. St.
2024,1,31,SFO,Ricky Pearsall,WR,23,,0,0,0,,,,,,,,,,,,,,,,,,Florida
2016,7,232,WAS,Steven Daniels,ILB,23,,0,0,0,,,,,,,,,,,,,,,,,,Boston Col.
2016,7,233,PHI,Jalen Mills,S,22,2023,0,0,6,29,18,106,0,0,0,0,0,0,0,0,0,0,0,314,7,1.5,LSU
2016,7,234,OAK,Vadal Alexander,G,22,2017,0,0,0,6,6,24,0,0,0,0,0,0,0,0,0,0,0,,,,LSU
2016,7,235,NYJ,Lac Edwards,P,24,2021,0,0,0,10,9,74,1,1,31,0,0,1,0,0,0,0,0,1,,,Sam Houston St.
2018,3,71,DEN,Royce Freeman,RB,22,2023,0,0,0,13,9,79,0,0,0,0,0,471,1792,10,86,532,1,5,,,Oregon
2019,5,140,JAX,Ryquell Armstead,RB,22,2021,0,0,0,2,2,18,0,0,0,0,0,50,188,0,17,160,2,1,,,Temple
2019,4,126,CHI,Riley Ridley,WR,23,2020,0,0,0,1,1,10,0,0,0,0,0,0,0,0,10,108,0,,,,Georgia
2016,7,239,IND,Trevor Bates,LB,23,2018,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,1,,,Maine
2016,7,240,PHI,Alex McCalister,DE,22,,0,0,0,,,,,,,,,,,,,,,,,,Florida
2017,6,209,WAS,Robert Davis,WR,22,2019,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,17,0,1,,,Georgia St.
2017,4,114,WAS,Samaje Perine,RB,21,2023,0,0,1,20,5,93,0,0,0,0,0,454,1830,8,151,1191,6,15,,,Oklahoma
2014,6,185,TAM,Robert Herron,WR,22,2014,0,0,0,0,0,8,0,0,0,0,0,1,0,0,6,58,1,1,,,Wyoming
2016,7,244,MIN,Jayron Kearse,S,22,2023,0,0,3,18,4,119,0,0,0,0,0,0,0,0,0,0,0,270,5,5,Clemson
2016,7,245,CIN,Clayton Fejedelem,S,23,2022,0,0,0,8,6,107,0,0,0,0,0,6,29,0,0,0,0,95,1,,Illinois
2016,7,246,PIT,Tyler Matakevich,OLB,23,2023,0,0,0,9,5,129,0,0,0,0,0,0,0,0,0,0,0,95,1,,Temple
2018,1,2,NYG,Saquon Barkley,RB,21,2023,0,2,4,42,42,74,0,0,0,0,0,1201,5211,35,288,2100,12,,,,Penn St.
2016,7,248,IND,Austin Blythe,C,24,2022,0,0,4,33,1,92,0,0,0,0,0,0,0,0,0,0,0,,,,Iowa
2016,7,249,SFO,Prince Charles Iworah,CB,23,2016,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,Western Kentucky
2016,7,250,CLE,Scooby Wright III,ILB,22,2017,0,0,0,1,,13,0,0,0,0,0,0,0,0,0,0,0,5,,,Arizona
2016,7,251,PHI,Joe Walker,ILB,23,2021,0,0,1,8,2,66,0,0,0,0,0,0,0,0,0,0,0,63,,,Oregon
2014,7,230,PIT,Rob Blanchflower,TE,24,,0,0,0,,,,,,,,,,,,,,,,,,Massachusetts
2016,7,253,TEN,Kalan Reed,CB,22,2017,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,,,Southern Miss
2018,1,3,NYJ,Sam Darnold,QB,21,2023,0,0,4,25,16,66,1082,1811,12064,63,56,209,760,13,0,0,0,,,,USC
2021,6,218,IND,Sam Ehlinger,QB,22,2023,0,0,0,2,2,8,64,101,573,3,3,20,96,0,0,0,0,,,,Texas
2022,5,144,WAS,Sam Howell,QB,21,2023,0,0,0,12,12,18,399,631,4115,22,22,53,298,6,1,4,0,,,,North Carolina
2023,5,149,GNB,Sean Clifford,QB,25,2023,0,0,0,0,0,2,1,1,37,0,0,3,-2,0,0,0,0,,,,Penn St.
2015,3,89,STL,Sean Mannion,QB,23,2021,0,0,0,2,1,14,67,110,573,1,3,25,-3,0,0,0,0,,,,Oregon St.
2022,7,247,MIA,Skylar Thompson,QB,25,2022,0,0,0,2,2,7,60,105,534,1,3,14,21,0,0,0,0,,,,Kansas St.
2024,5,150,NOR,Spencer Rattler,QB,23,,0,0,0,,,,,,,,,,,,,,,,,,South Carolina
2015,1,3,JAX,Dante Fowler,OLB,21,2023,0,0,2,25,5,125,0,0,0,0,0,0,0,0,0,0,0,167,,45,Florida
2017,5,170,MIN,Rodney Adams,WR,22,2021,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,,,South Florida
2015,1,5,WAS,Brandon Scherff,T,23,2023,1,5,8,58,46,123,0,0,0,0,0,0,0,0,0,0,0,1,,,Iowa
2015,1,6,NYJ,Leonard Williams,DE,21,2023,0,1,7,56,30,142,0,0,0,0,0,0,0,0,0,0,0,261,1,43.5,USC
2024,3,84,PIT,Roman Wilson,WR,23,,0,0,0,,,,,,,,,,,,,,,,,,Michigan
2015,1,8,ATL,Vic Beasley,OLB,23,2020,1,1,5,32,32,88,0,0,0,0,0,0,0,0,0,0,0,122,1,37.5,Clemson
2015,1,9,NYG,Ereck Flowers,T,21,2021,0,0,7,35,18,105,0,0,0,0,0,0,0,0,1,-11,0,,,,Miami (FL)
2022,5,154,JAX,Snoop Conner,RB,22,2022,0,0,0,0,0,8,0,0,0,0,0,12,42,1,0,0,0,1,,,Mississippi
2015,1,11,MIN,Trae Waynes,CB,23,2021,0,0,3,18,18,79,0,0,0,0,0,0,0,0,0,0,0,226,7,1,Michigan St.
2015,1,12,CLE,Danny Shelton,NT,22,2022,0,0,5,33,15,101,0,0,0,0,0,0,0,0,0,0,0,138,,6,Washington
2015,1,13,NOR,Andrus Peat,T,21,2023,0,3,6,52,52,111,0,0,0,0,0,0,0,0,0,0,0,,,,Stanford
2024,1,9,CHI,Rome Odunze,WR,22,,0,0,0,,,,,,,,,,,,,,,,,,Washington
2018,1,31,NWE,Sony Michel,RB,23,2022,0,0,2,21,15,65,0,0,0,0,0,779,3243,18,56,439,2,1,,,Georgia
2015,1,16,HOU,Kevin Johnson,CB,23,2020,0,0,0,11,8,64,0,0,0,0,0,0,0,0,0,0,0,153,1,1.5,Wake Forest
2015,1,17,SFO,Arik Armstead,DT,21,2023,0,0,5,41,41,116,0,0,0,0,0,0,0,0,0,0,0,177,,33.5,Oregon
2015,1,18,KAN,Marcus Peters,CB,22,2023,2,3,6,64,32,116,0,0,0,0,0,0,0,0,0,0,0,312,33,2,Washington
2015,1,19,CLE,Cameron Erving,C,23,2023,0,0,3,28,6,98,0,0,0,0,0,0,0,0,0,0,0,,,,Florida St.
2022,4,132,GNB,Romeo Doubs,WR,22,2023,0,0,0,11,11,30,0,0,0,0,0,1,11,0,101,1099,11,,,,Nevada
2015,1,21,CIN,Cedric Ogbuehi,T,23,2022,0,0,2,17,11,67,0,0,0,0,0,0,0,0,0,0,0,,,,Texas A&M
2015,1,22,PIT,Bud Dupree,OLB,22,2023,0,0,5,43,30,119,0,0,0,0,0,0,0,0,0,0,0,213,1,53,Kentucky
2015,1,23,DEN,Shane Ray,DE,22,2018,0,0,1,12,12,49,0,0,0,0,0,0,0,0,0,0,0,64,,14,Missouri
2015,1,24,ARI,D.J. Humphries,T,21,2023,0,1,6,44,44,98,0,0,0,0,0,0,0,0,0,0,0,,,,Florida
2015,1,25,CAR,Shaq Thompson,OLB,21,2023,0,0,8,41,41,119,0,0,0,0,0,0,0,0,0,0,0,451,3,12,Washington
2021,2,49,ARI,Rondale Moore,WR,21,2023,0,0,0,12,12,39,0,0,0,0,0,52,249,1,135,1201,3,1,,,Purdue
2015,1,27,DAL,Byron Jones,CB,22,2021,0,1,7,38,29,109,0,0,0,0,0,0,0,0,0,0,0,345,4,,Connecticut
2015,1,28,DET,Laken Tomlinson,G,23,2023,0,1,8,50,11,146,0,0,0,0,0,0,0,0,0,0,0,,,,Duke
2023,7,253,SFO,Ronnie Bell,WR,23,2023,0,0,0,1,1,17,0,0,0,0,0,0,0,0,6,68,3,2,,,Michigan
2015,1,30,GNB,Damarious Randall,S,23,2020,0,0,5,21,11,75,0,0,0,0,0,0,0,0,0,0,0,244,14,2.5,Arizona St.
2015,1,31,NOR,Stephone Anthony,ILB,23,2019,0,0,1,10,9,62,0,0,0,0,0,0,0,0,0,0,0,97,1,1,Clemson
2015,1,32,NWE,Malcom Brown,DT,21,2021,0,0,6,43,27,106,0,0,0,0,0,0,0,0,0,0,0,160,,13.5,Texas
2015,2,33,NYG,Landon Collins,S,21,2022,1,3,6,42,32,100,0,0,0,0,0,0,0,0,0,0,0,489,12,11,Alabama
2015,2,34,TAM,Donovan Smith,T,22,2023,0,0,8,57,53,136,0,0,0,0,0,0,0,0,1,0,0,,,,Penn St.
2015,2,35,OAK,Mario Edwards,DT,21,2023,0,0,1,18,11,114,0,0,0,0,0,0,0,0,0,0,0,110,,21.5,Florida St.
2014,7,222,JAX,Storm Johnson,RB,22,2014,0,0,0,0,0,6,0,0,0,0,0,29,86,2,1,-4,0,,,,Central Florida
2015,2,38,WAS,Preston Smith,DE,22,2023,0,0,7,53,22,146,0,0,0,0,0,0,0,0,0,0,0,263,5,66,Mississippi St.
2015,2,39,CHI,Eddie Goldman,DT,21,2021,0,0,4,32,32,81,0,0,0,0,0,0,0,0,0,0,0,116,,13,Florida St.
2024,6,216,DAL,Ryan Flournoy,WR,24,,0,0,0,,,,,,,,,,,,,,,,,,SE Missouri St.
2015,7,254,SFO,Rory Anderson,TE,22,,0,0,0,,,,,,,,,,,,,,,,,,South Carolina
2015,2,42,ATL,Jalen Collins,CB,22,2016,0,0,0,4,4,24,0,0,0,0,0,0,0,0,0,0,0,45,2,,LSU
2015,2,43,HOU,Benardrick McKinney,ILB,22,2021,0,1,5,44,42,91,0,0,0,0,0,0,0,0,0,0,0,331,1,11.5,Mississippi St.
2015,2,44,NOR,Hau'oli Kikaha,OLB,23,2017,0,0,1,5,5,27,0,0,0,0,0,0,0,0,0,0,0,39,,8,Washington
2015,2,45,MIN,Eric Kendricks,ILB,23,2023,1,1,8,60,56,132,0,0,0,0,0,0,0,0,0,0,0,658,9,18.5,UCLA
2015,2,46,SFO,Jaquiski Tartt,S,23,2021,0,0,4,21,21,80,0,0,0,0,0,0,0,0,0,0,0,265,4,4,Samford
2015,2,47,PHI,Eric Rowe,CB,22,2023,0,0,2,21,2,103,0,0,0,0,0,0,0,0,0,0,0,294,6,2,Utah
2015,2,48,SDG,Denzel Perryman,ILB,22,2023,0,1,6,39,23,108,0,0,0,0,0,0,0,0,0,0,0,451,5,6.5,Miami (FL)
2015,2,49,KAN,Mitch Morse,G,23,2023,0,1,7,53,20,126,0,0,0,0,0,0,0,0,0,0,0,,,,Missouri
2015,2,50,BUF,Ronald Darby,CB,21,2023,0,0,7,32,9,105,0,0,0,0,0,0,0,0,0,0,0,345,8,,Florida St.
2015,2,51,CLE,Nate Orchard,DE,22,2021,0,0,1,8,7,48,0,0,0,0,0,0,0,0,0,0,0,51,1,6,Utah
2015,2,52,MIA,Jordan Phillips,NT,22,2023,0,0,4,31,9,120,0,0,0,0,0,0,0,0,0,0,0,120,1,24,Oklahoma
2015,2,53,CIN,Jake Fisher,T,22,2018,0,0,0,9,9,48,0,0,0,0,0,0,0,0,2,43,0,,,,Oregon
2017,5,179,ARI,T.J. Logan,RB,23,2019,0,0,0,0,0,22,0,0,0,0,0,5,12,0,9,50,0,2,,,North Carolina
2018,7,250,NWE,Ryan Izzo,TE,22,2021,0,0,1,3,3,19,0,0,0,0,0,0,0,0,19,313,1,,,,Florida St.
2015,2,56,PIT,Senquez Golson,CB,22,,0,0,0,,,,,,,,,,,,,,,,,,Mississippi
2015,2,57,STL,Rob Havenstein,T,23,2023,0,0,8,54,54,130,0,0,0,0,0,0,0,0,0,0,0,1,,,Wisconsin
2015,2,58,ARI,Markus Golden,DE,24,2023,0,0,4,33,23,127,0,0,0,0,0,0,0,0,0,0,0,220,1,51,Missouri
2015,2,59,DEN,Ty Sambrailo,T,23,2021,0,0,0,14,4,71,0,0,0,0,0,0,0,0,1,35,1,,,,Colorado St.
2015,2,60,DAL,Randy Gregory,OLB,22,2023,0,0,1,15,11,72,0,0,0,0,0,0,0,0,0,0,0,85,1,22,Nebraska
2015,2,61,TAM,Ali Marpet,C,22,2021,0,1,7,43,43,101,0,0,0,0,0,0,0,0,0,0,0,1,,,Hobart
2015,2,62,GNB,Quinten Rollins,CB,23,2017,0,0,0,7,7,33,0,0,0,0,0,0,0,0,0,0,0,76,3,1,Miami (OH)
2015,2,63,SEA,Frank Clark,DE,22,2023,0,3,6,49,20,128,0,0,0,0,0,0,0,0,0,0,0,184,2,58.5,Michigan
2015,2,64,NWE,Jordan Richards,S,22,2021,0,0,1,10,5,86,0,0,0,0,0,0,0,0,0,0,0,77,,,Stanford
2015,3,65,IND,D'Joun Smith,CB,22,2016,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,,,Florida Atlantic
2015,3,66,TEN,Jeremiah Poutasi,G,21,2016,0,0,0,3,3,12,0,0,0,0,0,0,0,0,0,0,0,,,,Utah
2015,3,67,JAX,A.J. Cann,G,23,2022,0,0,7,39,35,111,0,0,0,0,0,0,0,0,0,0,0,2,,,South Carolina
2023,2,34,DET,Sam LaPorta,TE,22,2023,0,1,0,9,9,17,0,0,0,0,0,1,4,0,86,889,10,,,,Iowa
2014,5,142,WAS,Ryan Grant,WR,23,2019,0,0,1,10,7,80,0,0,0,0,0,0,0,0,123,1333,7,2,,,Tulane
2017,4,133,DAL,Ryan Switzer,WR,22,2019,0,0,0,3,1,41,0,0,0,0,0,10,26,0,50,321,1,,,,North Carolina
2015,3,71,CHI,Hroniss Grasu,C,24,2023,0,0,1,8,5,33,0,0,0,0,0,0,0,0,0,2,0,,,,Oregon
2015,3,72,STL,Jamon Brown,T,22,2020,0,0,3,21,13,62,0,0,0,0,0,0,0,0,0,0,0,,,,Louisville
2015,2,36,JAX,T.J. Yeldon,RB,21,2020,0,0,2,20,19,60,0,0,0,0,0,492,2005,6,185,1448,7,,,,Alabama
2015,3,74,NYG,Owamagbe Odighizuwa,DE,23,2016,0,0,0,1,1,18,0,0,0,0,0,0,0,0,0,0,0,4,,,UCLA
2015,3,87,PIT,Sammie Coates,WR,22,2018,0,0,0,4,4,44,0,0,0,0,0,4,14,0,29,528,2,8,,,Auburn
2023,3,88,JAX,Tank Bigsby,RB,22,2023,0,0,0,1,1,17,0,0,0,0,0,50,132,2,1,6,0,,,,Auburn
2015,3,78,NOR,P.J. Williams,CB,22,2022,0,0,2,19,19,89,0,0,0,0,0,0,0,0,0,0,0,201,8,4,Florida St.
2015,3,79,SFO,Eli Harold,OLB,21,2018,0,0,2,11,11,61,0,0,0,0,0,0,0,0,0,0,0,65,,9,Virginia
2015,3,80,DET,Alex Carter,CB,20,2018,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,Stanford
2015,3,81,BUF,John Miller,G,22,2022,0,0,5,31,19,87,0,0,0,0,0,0,0,0,0,0,0,,,,Louisville
2015,3,82,NYJ,Lorenzo Mauldin,OLB,22,2016,0,0,0,4,4,26,0,0,0,0,0,0,0,0,0,0,0,20,1,6.5,Louisville
2015,3,83,SDG,Craig Mager,CB,23,2018,0,0,0,4,4,24,0,0,0,0,0,0,0,0,0,0,0,29,1,,Texas St.
2015,3,84,PHI,Jordan Hicks,OLB,23,2023,0,0,7,50,18,122,0,0,0,0,0,0,0,0,0,0,0,574,13,14.5,Texas
2016,4,138,CLE,Seth Devalve,TE,23,2020,0,0,0,6,5,57,0,0,0,0,0,0,0,0,60,736,4,8,,,Princeton
2017,4,119,CHI,Tarik Cohen,RB,22,2020,1,1,2,21,21,51,2,3,22,2,0,264,1101,5,209,1575,9,1,,,North Carolina A&T
2014,1,4,BUF,Sammy Watkins,WR,21,2022,0,0,6,43,20,111,0,1,0,0,1,11,76,0,364,5384,34,1,,,Clemson
2015,3,88,MIN,Danielle Hunter,DE,20,2023,0,4,4,62,62,119,0,0,0,0,0,0,0,0,0,0,0,316,,87.5,LSU
2015,3,90,BAL,Carl Davis,DT,23,2023,0,0,1,13,7,75,0,0,0,0,0,0,0,0,0,0,0,35,,2.5,Iowa
2015,3,91,DAL,Chaz Green,T,23,2021,0,0,0,7,4,39,0,0,0,0,0,0,0,0,0,0,0,,,,Florida
2020,7,251,SEA,Stephen Sullivan,TE,23,2023,0,0,0,1,0,29,0,0,0,0,0,0,0,0,14,171,0,3,,,LSU
2015,3,93,IND,Henry Anderson,DE,24,2022,0,0,4,21,8,89,0,0,0,0,0,0,0,0,0,0,0,110,,11.5,Stanford
2022,7,258,GNB,Samori Toure,WR,24,2023,0,0,0,2,2,22,0,0,0,0,0,0,0,0,13,160,1,,,,Nebraska
2014,3,94,CLE,Terrance West,RB,23,2017,0,0,2,11,3,43,0,0,0,0,0,465,1816,11,51,344,2,,,,Towson
2015,3,96,CLE,Xavier Cooper,DT,23,2017,0,0,0,4,3,40,0,0,0,0,0,0,0,0,0,0,0,29,,3,Washington St.
2015,3,97,NWE,Geneo Grissom,DE,23,2018,0,0,0,3,3,37,0,0,0,0,0,0,0,0,0,0,0,7,,1,Oklahoma
2015,3,98,KAN,Steven Nelson,CB,22,2023,0,0,6,36,11,130,0,0,0,0,0,0,0,0,0,0,0,374,13,1,Oregon St.
2015,3,99,CIN,Paul Dawson,ILB,22,2017,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,10,,,TCU
2015,4,100,TEN,Angelo Blackson,DT,22,2023,0,0,1,23,1,128,0,0,0,0,0,0,0,0,0,0,0,106,1,8.5,Auburn
2015,4,101,NWE,Trey Flowers,DE,22,2022,0,0,4,34,24,79,0,0,0,0,0,0,0,0,0,0,0,161,,31.5,Arkansas
2015,4,102,CAR,Daryl Williams,G,23,2021,0,0,5,39,22,89,0,0,0,0,0,0,0,0,0,0,0,,,,Oklahoma
2015,4,104,JAX,James Sample,S,23,2015,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,8,,,Louisville
2019,6,208,TAM,Scott Miller,WR,22,2023,0,0,1,9,9,67,0,0,0,0,0,8,81,1,85,1085,6,4,,,Bowling Green
2015,3,73,ATL,Tevin Coleman,RB,22,2022,0,0,2,33,25,94,0,0,0,0,0,789,3319,25,131,1317,13,3,,,Indiana
2021,6,219,DEN,Seth Williams,WR,21,2021,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,34,0,,,,Auburn
2015,4,108,TEN,Jalston Fowler,FB,25,2017,0,0,1,0,0,42,0,0,0,0,0,10,20,2,6,58,1,6,,,Alabama
2015,4,109,IND,Clayton Geathers,S,23,2019,0,0,3,13,13,56,0,0,0,0,0,0,0,0,0,0,0,183,1,,Central Florida
2015,4,110,MIN,T.J. Clemmings,T,23,2018,0,0,2,15,13,41,0,0,0,0,0,0,0,0,0,0,0,,,,Pittsburgh
2015,4,111,NWE,Tre' Jackson,G,22,2015,0,0,1,6,6,13,0,0,0,0,0,0,0,0,0,0,0,,,,Florida St.
2015,4,112,WAS,Arie Kouandjio,G,23,2017,0,0,0,4,4,16,0,0,0,0,0,0,0,0,0,0,0,,,,Alabama
2015,4,113,DET,Gabe Wright,DT,23,2018,0,0,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,9,,,Auburn
2015,4,114,MIA,Jamil Douglas,G,23,2021,0,0,0,7,3,50,0,0,0,0,0,0,0,0,0,0,0,1,,,Arizona St.
2015,4,115,CLE,Ibraheim Campbell,S,23,2021,0,0,1,6,5,60,0,0,0,0,0,0,0,0,0,0,0,85,,,Northwestern
2015,4,116,ARI,Rodney Gunter,DT,23,2019,0,0,3,18,18,77,0,0,0,0,0,0,0,0,0,0,0,86,,11,Delaware St.
2019,1,8,DET,T.J. Hockenson,TE,22,2023,0,2,2,27,16,72,0,0,0,0,0,1,0,0,341,3547,23,2,,,Iowa
2015,4,118,KAN,Ramik Wilson,ILB,23,2019,0,0,1,14,12,46,0,0,0,0,0,0,0,0,0,0,0,114,1,,Georgia
2015,4,119,STL,Andrew Donnal,T,23,2019,0,0,0,4,3,31,0,0,0,0,0,0,0,0,0,0,0,,,,Iowa
2015,4,120,CIN,Josh Shaw,CB,23,2018,0,0,0,7,7,55,0,0,0,0,0,0,0,0,0,0,0,95,1,,USC
2015,4,121,PIT,Doran Grant,CB,22,2015,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,Ohio St.
2015,4,122,BAL,Za'Darius Smith,DE,22,2023,0,3,3,52,10,123,0,0,0,0,0,0,0,0,0,0,0,198,,60,Kentucky
2014,4,115,NYJ,Shaquelle Evans,WR,23,,0,0,0,,,,,,,,,,,,,,,,,,UCLA
2015,4,124,TAM,Kwon Alexander,OLB,21,2023,0,1,6,42,22,104,0,0,0,0,0,0,0,0,0,0,0,445,9,13.5,LSU
2015,1,10,STL,Todd Gurley,RB,21,2020,2,3,6,54,50,88,0,0,0,0,0,1460,6082,67,243,2254,12,,,,Georgia
2019,4,128,DAL,Tony Pollard,RB,22,2023,0,1,0,34,34,79,0,0,0,0,0,762,3621,23,176,1319,5,6,,,Memphis
2015,4,127,DAL,Damien Wilson,ILB,22,2022,0,0,5,31,10,127,0,0,0,0,0,0,0,0,0,0,0,266,1,9,Minnesota
2015,4,128,OAK,Jon Feliciano,G,23,2023,0,0,2,26,4,113,0,0,0,0,0,0,0,0,0,0,0,,,,Miami (FL)
2015,4,129,GNB,Jake Ryan,OLB,23,2019,0,0,2,14,14,45,0,0,0,0,0,0,0,0,0,0,0,144,,1,Michigan
2015,4,130,SEA,Terry Poole,G,23,,0,0,0,,,,,,,,,,,,,,,,,,San Diego St.
2015,4,131,NWE,Shaq Mason,C,22,2023,0,0,8,52,43,137,0,0,0,0,0,0,0,0,0,0,0,,,,Georgia Tech
2017,5,166,PHI,Shelton Gibson,WR,23,2019,0,0,0,0,0,20,0,0,0,0,0,0,0,0,3,59,0,2,,,West Virginia
2015,4,133,DEN,Max Garcia,C,23,2023,0,0,3,26,16,122,0,0,0,0,0,0,0,0,0,0,0,2,,,Florida
2015,4,134,SEA,Mark Glowinski,G,23,2023,0,0,6,40,9,124,0,0,0,0,0,0,0,0,0,0,0,1,,,West Virginia
2015,4,135,CIN,Marcus Hardison,DE,23,,0,0,0,,,,,,,,,,,,,,,,,,Arizona St.
2015,4,136,BAL,Tray Walker,CB,23,2015,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,,,Texas Southern
